user_id,rollcall_score,class_activity,discipline,total_quizzes_avg,position
4396,12,6.07,9.15,12.63,E
18340,14,10.81,5.25,9.82,D
4304,15,9.7,12.94,13.27,E
19033,15,9.16,13.56,9.29,E
19443,6,10.38,5.29,7.83,F
16019,11,7.57,14.14,5.39,B
19653,5,12.63,10.5,13.49,F
6106,13,9.16,8.69,10.26,D
11687,14,9.54,14.23,8.64,E
707,14,7.43,11.93,11.28,E
19581,15,6.51,6.56,8.23,E
3801,7,7.86,8.39,11.75,C
3889,13,14.32,5.22,14.55,C
11844,11,7.04,11.11,12.79,E
16555,11,9.16,9.89,7.13,B
9262,7,12.2,7.79,5.94,F
18546,8,5.71,10.57,7.47,B
15813,12,9.51,6.32,9.41,D
14233,7,9.36,13.01,11.39,A
5863,14,14.09,12.45,5.16,B
9351,5,12.53,5.49,10.76,F
15778,6,12.87,11.3,9.49,A
16533,9,7.3,9.6,10.23,B
12152,14,11.63,7.56,10.99,D
6734,12,13.9,7.66,13.99,C
11575,10,9.26,14.58,12.12,B
12847,7,7.26,12.93,10.21,B
19431,6,12.99,6.03,14.47,F
14867,8,8.98,9.98,6.59,B
16035,14,14.02,6.57,7.6,D
10572,11,6.22,8.65,8.85,E
4657,15,12.01,7.4,10.32,D
5501,15,12.43,8.65,11.21,D
2931,8,12.32,13.61,8.96,A
16951,14,13.83,9.73,7.42,B
16471,12,12.67,6.25,8.89,C
18358,7,7.46,9.93,5.15,B
18113,11,11.56,11.52,5.07,B
4175,8,5.78,5.17,14.84,C
8980,5,10.28,13.71,13.42,A
13188,7,11.97,9.32,6.25,A
4387,10,9.82,14.51,11.42,B
15704,9,12.92,5.91,12.01,F
7230,15,9.74,13.25,7.34,E
15828,15,8.91,7.71,10.51,E
1207,12,9.58,5.19,7.59,D
5851,7,6.88,8.11,13.84,C
4969,15,9.03,7.03,11.01,E
1989,13,7.87,13.83,9.2,E
14892,5,13.79,9.5,5.6,F
11987,5,7.3,11.26,10.19,A
12592,7,14.8,8.09,7.51,F
15727,10,7.92,14.31,14.69,B
57,5,13.94,11.94,6.46,A
16110,7,10.84,5.78,11.98,F
15686,6,10.8,12.74,8.69,A
3776,11,11.95,11.82,7.58,B
6558,9,13.72,5.3,10.65,F
17929,15,12.36,5.88,12.37,D
14317,6,7.76,14.68,9.32,B
17254,5,8.14,8.34,9.38,F
5705,5,13.56,14.88,6.65,A
14060,10,5.87,10.01,5.04,E
12827,15,12.56,5.4,11.23,D
13728,6,6.72,12.71,5.45,B
7653,15,14.64,9.44,12.38,D
12792,9,6.68,9.85,9.22,B
187,15,14.71,12.97,12.28,B
715,11,5.18,10.91,9.44,E
19168,8,10.68,7.44,5.73,C
17721,14,7.85,11.29,10.83,E
18425,11,11.65,7.16,8.06,C
17041,6,5.47,5.01,14.31,C
10009,9,14.28,10.86,13.79,A
1690,10,14.39,14.81,9.95,B
17567,9,11.45,7.63,10.63,C
1254,15,13.89,5.66,14.75,D
1762,12,13.31,7.62,11.24,C
9299,8,13.87,10.24,5.39,A
2219,11,13.65,10.6,6.64,B
4988,5,5.1,7.25,14.74,C
6559,14,11.3,13.33,7.43,E
19748,7,8.79,13.64,9.9,B
5381,7,6.46,8.75,12.1,C
13017,6,10.44,7.92,6.2,F
11673,5,13.79,5.34,9.97,F
6144,9,10.7,12.86,7.76,B
9874,8,8.09,8.93,10.79,C
17356,9,14.34,11.48,8.96,A
17294,12,12.19,9.93,10.67,B
9767,13,14.41,7.51,14.17,C
4348,9,14.48,10.82,7.87,A
15611,8,13.7,6.38,7.63,F
4446,6,13.4,14.4,7.01,A
2285,7,6.91,14.28,13.56,B
11760,13,9.23,7.02,9.2,D
14275,15,12.74,11.8,9.84,E
5664,6,6.62,12.04,9.08,B
10858,9,8.77,11.91,6.26,B
10777,13,9.87,10.6,10.47,E
16539,12,12.6,7.64,8.98,C
12114,6,12.37,8.59,12.72,F
7675,14,7.03,6.08,8.89,E
9313,7,10.43,10.97,8.57,A
2856,8,6.72,12.74,5.92,B
4777,9,11.62,11.41,13.56,C
5063,10,7.61,10.57,7.13,B
2392,15,9.23,9.96,7.09,E
1157,8,12.78,12.41,10.66,A
10242,12,13.14,12.21,9.03,B
16447,7,14.36,7.5,5.43,F
19797,10,5.28,6.79,12.54,D
15937,5,10.65,12.13,11.28,A
3441,10,9.25,5.61,12.22,C
19113,15,9.43,8.21,11.16,E
2653,14,11.35,8.02,7.85,D
11609,5,13.9,11.86,11.3,A
14415,6,13.51,6.35,14.76,F
19043,13,12.77,9.11,8.45,D
5330,12,11.81,10.31,5.99,B
6367,7,12.63,11.49,9.58,A
17896,5,12.79,10.61,13.81,F
8847,15,14.88,14.34,7.25,B
19972,7,5.46,14.35,14.76,B
8117,11,6.22,13.61,5.27,E
4310,8,9.89,10.1,7.82,A
4453,8,14.74,9.8,14.16,F
9853,9,11.56,13.9,14.8,B
19663,13,5.31,8.97,6.85,E
11292,13,6.4,13.02,12.99,E
14975,15,5.14,6.76,6.48,E
13289,13,9.48,10.57,10.19,E
412,7,8.94,5.68,10.02,C
8440,13,7.29,8.82,6.04,E
9631,8,14.85,10.63,13.98,F
15167,15,14.97,12.9,6.36,B
12104,8,5.21,9.87,6.96,B
1065,14,9.91,12.4,14.48,E
10139,8,13.5,5.25,10.45,F
142,10,11.44,8.44,12.11,C
10181,5,14.04,10.32,7.95,F
7302,9,11.71,12.73,11.09,A
11764,14,12.51,13.75,13.47,B
8625,9,14.59,11.61,5.15,A
7494,12,8.48,11.96,9.93,E
17849,11,7.29,13.81,9.53,E
18635,5,13.76,9.38,6.42,F
14138,7,8.4,11.95,10.28,A
4044,7,8.85,8.29,13.96,C
3179,15,5.38,13.28,6.79,E
4754,7,8.31,9.49,10.69,C
5451,10,12.89,5.28,14.68,C
8936,13,13.33,12.3,10.22,B
19723,11,8.35,5.94,12.14,D
7484,10,7.18,7.51,11.47,D
6461,8,8.25,12.53,10.07,B
7500,7,9.74,11.71,10.54,A
11453,5,8.03,13.12,11.5,A
3288,11,12.64,6.54,7.73,C
9975,6,13.93,5.37,10.15,F
12374,6,12.09,12.27,8.52,A
3900,5,14.28,9.95,13.68,F
8936,13,11.33,5.56,13.15,D
12783,14,9.98,14.46,9.93,E
2956,15,10.65,11.95,11.1,E
17916,7,6.88,7.41,8.94,C
12433,6,5.28,14.54,10.68,B
10824,10,12.32,11.36,14.1,C
11138,13,8.77,14.01,7.57,E
5240,12,6.16,12.4,6.44,E
837,7,7.45,6.47,5.11,C
12026,14,6.16,6.62,5.11,E
14792,8,5.97,7.02,7.12,C
4614,9,9.11,7.97,8.23,C
9096,8,13.7,15.0,8.82,A
1220,8,6.48,8.18,14.22,C
16000,5,9.72,6.27,13.76,F
3944,14,6.32,14.52,8.96,E
1375,7,14.22,11.28,9.51,A
19568,10,9.31,6.01,10.25,C
8786,8,13.25,7.08,10.32,F
7842,15,7.71,12.68,8.08,E
1975,15,7.34,5.98,10.46,E
14580,15,10.56,8.92,13.51,D
5179,8,13.09,10.07,10.99,A
9939,9,11.79,8.64,9.98,C
2541,11,6.71,13.51,9.03,E
18330,5,14.61,11.12,10.47,F
537,11,5.26,8.54,13.21,D
13642,6,5.71,14.71,12.97,B
16037,5,7.28,11.31,5.51,A
8814,13,5.47,10.2,6.41,E
5333,7,6.2,9.98,10.95,C
14593,14,7.64,6.28,9.29,E
3113,12,14.52,7.66,8.09,C
4664,7,8.96,12.89,8.11,A
7291,12,11.07,14.84,11.16,B
1136,6,12.6,13.63,13.31,A
