user_id,rollcall_score,class_activity,discipline,total_quizzes_avg,position
7631,11,14.8,11.06,8.07,C
10152,6,7.16,11.21,11.83,B
13583,7,6.05,10.34,9.22,B
19709,5,9.72,12.41,9.75,B
1073,11,5.89,7.33,10.06,D
10820,15,10.06,12.69,10.94,F
14705,8,13.36,10.13,11.93,A
8390,9,14.86,7.72,10.67,E
16838,8,11.56,14.9,14.7,B
15712,11,14.55,12.89,10.18,D
1059,5,13.64,10.45,14.43,A
19822,7,5.38,10.32,9.36,B
5609,10,10.83,7.89,11.72,E
6045,12,9.74,9.64,9.31,D
3552,8,8.74,11.65,5.46,F
3302,12,9.34,10.74,7.96,F
13812,7,8.01,12.0,13.81,B
7873,13,7.87,13.75,10.92,F
1532,7,7.66,6.94,13.78,A
344,11,7.43,8.97,10.36,D
14286,14,12.73,9.73,9.77,C
1271,10,8.81,10.85,8.44,D
15523,11,7.46,6.57,5.96,C
1564,7,13.48,8.93,11.35,A
19395,5,5.24,7.13,14.04,A
14100,11,11.75,9.06,12.3,D
10910,12,10.51,10.05,13.07,D
12608,11,12.57,12.43,8.48,D
563,14,9.97,14.76,7.19,F
765,12,13.18,6.0,13.99,E
6274,5,5.0,10.38,11.77,B
11267,11,14.23,6.8,9.15,E
14876,10,6.08,9.8,11.2,B
7071,14,12.96,14.04,13.28,D
7406,12,5.9,13.68,5.87,F
14672,8,12.79,13.23,7.09,D
2560,13,9.71,7.04,8.99,C
12096,11,5.53,7.68,8.75,D
51,11,13.93,10.39,7.27,C
489,7,9.48,5.84,13.64,A
8612,10,8.63,14.8,5.23,F
10921,8,11.78,12.43,6.63,D
8284,8,8.03,12.33,5.35,F
6152,7,14.17,8.33,14.26,A
13363,10,14.75,11.77,11.27,E
6588,5,9.79,13.14,7.74,B
31,6,6.14,14.0,8.69,B
6913,15,13.97,5.6,5.46,C
19285,15,10.55,14.87,5.36,F
13075,10,14.96,13.83,10.88,D
7732,8,14.99,5.88,7.7,E
3583,7,9.08,5.99,7.38,E
1110,11,5.01,11.23,11.68,B
12392,6,13.91,11.68,5.95,E
14685,6,9.89,9.16,7.53,D
15653,14,12.83,8.33,6.11,C
16814,13,8.78,6.61,14.76,D
6304,10,7.49,12.03,6.04,F
2126,15,11.68,14.78,8.61,F
2482,7,7.92,11.46,5.48,D
10890,7,6.62,10.48,9.96,B
15397,8,6.99,14.94,11.92,B
4009,9,10.24,9.47,13.46,A
15231,7,8.56,6.25,7.91,E
17851,15,13.3,6.51,8.87,C
15066,5,8.32,6.26,14.9,A
3341,8,7.96,13.28,13.1,B
6653,14,10.88,7.42,5.62,C
12450,15,5.68,9.95,10.12,F
1389,7,6.86,13.97,11.75,B
17246,14,13.29,8.46,11.86,E
3509,13,5.01,7.59,13.74,D
19487,15,9.76,8.97,5.92,C
9197,7,13.55,5.21,5.49,E
7106,15,8.99,12.12,11.34,F
12274,9,10.99,11.93,8.26,D
13017,8,8.51,5.1,7.1,E
18433,5,13.03,13.19,7.76,D
688,5,7.26,13.31,11.49,B
9767,7,7.91,13.57,5.55,F
19244,14,5.28,5.02,11.15,D
14758,12,11.43,7.27,14.56,E
5458,9,6.8,12.17,11.39,B
2536,6,14.47,8.71,14.66,A
8229,9,13.15,9.27,5.06,C
13644,14,7.52,5.9,11.32,D
6831,9,5.17,11.31,6.96,F
18188,8,9.62,10.59,11.95,A
14560,10,12.33,12.17,5.24,C
8071,15,5.32,10.05,13.7,F
13518,5,10.11,10.46,9.91,A
13371,10,10.61,13.47,7.02,F
2842,9,10.45,6.15,10.75,E
3640,7,5.95,10.46,5.29,F
10164,7,10.18,8.41,14.98,A
15852,7,12.71,12.74,13.28,A
15374,9,11.09,6.57,6.8,E
18947,9,6.03,8.74,8.04,D
10114,5,9.41,10.95,6.46,D
13229,8,8.85,14.66,13.97,B
19910,8,6.52,10.81,13.31,B
16326,11,10.92,6.14,10.19,E
5720,14,9.87,7.04,10.23,C
7107,10,9.16,5.29,10.91,E
17963,14,11.05,7.97,9.45,C
12303,15,13.73,7.33,14.05,E
9661,7,7.37,12.83,6.51,F
1781,13,13.98,14.41,5.19,C
11304,15,10.38,9.62,5.16,C
18659,13,14.25,14.78,8.04,C
3206,12,12.98,8.33,9.17,C
3401,5,11.45,5.17,7.28,E
10330,14,14.3,5.89,10.45,E
5640,7,13.15,5.22,9.83,E
18671,8,12.54,8.22,13.99,A
16939,13,10.3,13.37,11.52,F
10760,9,8.51,8.33,11.09,D
2903,9,14.78,7.86,10.48,E
19095,12,8.76,13.7,6.37,F
19783,5,12.49,8.8,6.13,E
18137,12,8.5,9.71,11.54,D
18122,7,14.29,6.3,8.05,E
11185,8,12.83,12.62,7.68,D
609,14,11.35,12.58,10.99,F
8782,7,12.63,8.37,6.82,E
3371,13,8.24,9.27,7.93,F
17149,9,11.92,6.31,8.6,E
16341,8,12.58,10.31,13.19,A
14880,14,11.99,5.68,5.44,C
10168,9,5.94,10.0,6.93,F
8509,12,11.48,11.96,7.76,C
9064,6,14.89,13.92,13.08,A
9718,11,8.01,5.62,7.25,C
6854,6,9.89,9.68,13.83,A
14612,13,6.18,9.02,13.65,B
12226,9,7.64,14.94,9.01,B
8949,15,10.18,5.2,6.11,C
14110,8,7.73,6.41,12.54,A
9619,12,5.66,9.01,5.12,F
9410,10,10.62,6.35,10.46,E
12277,7,5.81,11.12,11.61,B
14045,7,9.67,13.99,10.26,B
2028,8,9.47,12.25,9.33,D
10332,10,7.03,6.12,9.4,D
5689,15,11.57,14.76,6.7,F
1882,5,11.1,5.48,11.27,A
18176,15,13.24,14.05,9.68,F
18859,12,5.75,7.0,9.64,D
16221,14,7.53,14.47,8.45,F
789,13,13.19,12.28,6.39,C
15783,8,14.17,11.34,7.01,E
15098,12,7.31,5.94,7.73,C
6299,11,11.61,11.85,14.39,A
8124,10,8.09,12.3,12.55,B
19964,7,13.28,7.98,8.47,E
14388,12,12.72,12.8,13.69,D
5417,13,13.0,5.05,11.1,E
12465,8,14.33,10.36,10.69,E
9282,11,14.5,7.17,6.11,C
16371,9,9.87,7.5,11.62,A
12763,15,8.62,11.29,9.19,F
12456,7,12.08,10.52,14.32,A
12971,10,10.5,13.88,13.87,B
6933,12,9.16,5.54,14.24,E
330,6,8.17,9.97,9.94,A
7625,10,14.37,14.46,11.75,D
1154,11,13.93,11.42,12.79,D
11076,15,11.48,8.21,10.18,C
17572,12,7.07,7.28,8.05,C
1383,5,6.46,12.06,12.88,B
8930,8,11.04,9.94,13.74,A
17090,9,5.74,13.42,13.33,B
16924,15,5.01,9.87,6.54,F
5973,13,6.72,8.36,11.4,D
4100,8,13.61,14.47,11.54,D
3644,11,9.99,8.35,6.59,C
14617,12,13.25,6.71,5.54,C
11028,7,10.85,6.7,10.51,E
19939,14,8.72,14.01,11.09,F
12921,10,11.85,10.08,5.19,C
14263,13,14.93,5.44,8.42,E
6994,9,11.77,8.25,8.78,E
4013,5,7.27,5.03,14.43,A
12930,11,14.73,5.03,7.96,E
19651,12,9.3,7.55,5.39,C
17292,10,13.57,5.51,11.44,E
17364,11,9.12,5.83,9.68,E
17510,5,7.33,13.0,8.21,B
8923,5,10.61,14.3,14.32,B
15814,15,9.1,5.67,9.51,C
6282,10,5.28,11.43,11.38,B
8302,15,11.65,13.36,13.07,F
14525,15,8.84,13.51,12.71,F
7665,9,11.72,12.65,9.82,D
12754,10,7.7,8.61,10.18,D
3596,7,13.46,10.65,6.7,E
15952,15,7.09,8.79,9.43,F
6347,11,6.3,6.15,13.5,D
9581,9,8.38,9.93,7.95,D
288,8,5.55,6.98,13.52,A
10443,14,8.48,14.92,14.11,B
2130,9,12.27,6.89,13.09,E
9139,8,5.79,9.8,9.64,B
6291,6,11.0,14.45,9.74,B
11022,5,7.3,5.5,9.52,A
2432,10,14.47,9.86,9.32,E
9419,14,13.59,6.59,10.5,E
16916,14,12.25,12.92,12.29,D
19138,9,12.23,14.67,5.93,F
3395,15,14.83,11.0,8.62,C
6531,6,8.91,6.94,8.4,A
19429,12,9.49,13.52,12.99,B
1533,6,14.22,13.98,9.19,A
14423,8,12.24,14.62,12.53,B
2173,15,8.21,11.32,13.02,F
7291,6,9.51,8.07,5.49,D
12221,9,9.37,5.22,11.04,E
18040,6,14.28,12.31,7.52,D
3922,13,14.03,7.55,10.18,E
1280,15,10.45,13.36,6.03,F
8890,12,8.38,13.82,6.58,F
17022,8,14.39,12.27,14.55,A
13186,13,11.95,6.4,14.17,E
5504,11,5.59,8.57,13.59,B
1392,13,12.85,10.14,13.62,D
3798,13,7.4,5.21,14.68,D
11378,7,8.24,8.55,5.65,D
1594,12,7.52,7.98,7.0,C
17928,14,7.19,7.38,14.09,D
4486,12,7.49,12.67,8.46,F
3805,12,5.85,7.02,10.59,D
7010,5,5.92,6.49,11.72,A
8831,6,13.48,11.95,7.23,D
8634,13,9.54,10.32,14.59,D
17221,13,10.61,6.06,5.13,C
13921,10,13.36,13.16,14.13,A
19852,10,8.04,12.17,14.23,B
16060,10,10.26,14.58,6.93,F
3450,14,11.94,8.88,13.35,D
1305,11,5.83,5.95,10.61,D
4170,9,7.08,14.32,12.17,B
10382,15,13.94,7.27,9.37,C
14388,15,14.34,8.71,12.52,E
15062,5,8.45,14.62,5.31,B
14387,15,14.71,8.93,8.78,C
13184,12,10.84,12.11,11.12,D
374,11,11.45,9.94,9.55,D
18389,9,7.52,11.64,14.05,B
217,10,13.9,10.55,9.13,E
2641,8,8.64,9.96,9.87,D
3187,13,14.85,8.96,5.61,C
7278,14,11.75,12.49,11.04,D
1027,8,8.86,12.58,9.51,B
10846,8,5.53,6.08,13.61,A
7502,9,6.45,7.53,11.78,D
15046,11,11.14,7.33,6.99,C
15376,8,14.07,14.62,11.5,A
14969,9,13.61,5.38,8.03,E
8833,8,14.18,7.45,8.55,E
15912,10,14.86,8.77,14.26,E
7536,6,9.46,13.06,11.22,B
15399,7,5.58,14.46,5.15,F
11005,13,5.73,6.74,10.58,D
13059,8,7.26,12.08,5.24,F
10321,6,7.64,8.61,9.53,A
7789,13,7.31,6.72,7.07,C
1918,11,9.66,5.41,13.89,E
17668,7,10.98,10.63,6.69,D
19543,6,11.1,14.71,7.01,D
11870,14,14.92,9.48,12.12,E
16639,9,12.11,11.75,5.74,C
614,5,10.71,9.17,5.61,D
17597,5,10.53,12.17,12.95,A
11858,12,14.78,7.57,5.76,C
16160,13,6.56,11.56,7.75,F
19172,9,13.69,6.58,13.84,E
5750,13,14.29,6.84,9.07,E
9676,7,6.75,8.6,12.51,A
10036,12,13.6,7.31,9.81,E
15970,14,6.92,11.01,6.96,F
374,13,11.99,5.78,10.93,E
14306,5,7.19,13.09,6.85,B
2550,11,14.72,11.71,9.87,D
3521,13,10.05,14.03,7.74,F
327,8,11.89,6.41,7.26,E
2980,6,6.27,6.2,12.75,A
19956,10,13.74,5.06,13.82,E
10022,6,5.42,5.22,12.69,A
12991,13,7.25,5.14,7.8,C
3438,10,6.56,5.95,9.15,D
17805,14,6.55,12.83,13.19,F
5660,7,8.99,9.65,10.0,D
8736,11,5.55,6.9,14.03,B
15295,9,10.55,11.59,10.3,D
11107,13,5.45,7.25,13.91,D
12321,14,7.28,7.8,12.32,D
15014,10,12.43,5.85,14.74,E
5240,7,14.65,12.26,10.79,A
13591,14,8.31,11.55,14.74,B
4247,11,8.74,7.58,7.05,C
19374,7,6.02,11.49,10.8,B
16575,9,13.37,7.54,9.81,E
16542,15,5.51,11.28,9.09,F
10253,7,14.18,8.86,13.13,A
3594,12,9.52,11.58,5.71,F
11860,8,10.38,14.83,13.26,B
7430,13,14.47,14.38,8.46,C
13836,7,8.98,5.49,10.43,A
3777,7,12.87,10.64,11.42,A
13806,5,9.35,8.41,9.46,A
19777,11,12.1,8.58,13.02,E
13532,5,11.14,12.91,6.09,D
10706,8,13.31,14.32,14.21,A
2174,14,11.0,9.7,8.94,C
11979,9,6.44,10.0,8.38,D
15547,7,5.82,14.09,13.12,B
18254,6,13.78,14.52,7.74,D
10008,10,12.24,11.67,14.94,A
2606,15,8.0,11.68,9.74,F
16687,13,5.94,8.02,14.27,D
14464,14,6.26,5.41,13.2,D
16173,10,13.22,12.85,8.06,D
14589,9,11.82,13.2,9.75,D
15943,9,10.55,6.81,11.05,E
5293,12,10.82,6.28,9.98,E
17688,7,9.33,10.26,10.55,A
3522,11,9.4,5.4,5.23,C
2053,9,6.19,9.33,7.88,D
16370,7,13.45,12.71,5.09,D
1420,13,7.55,8.1,7.29,C
7299,8,11.05,6.93,14.13,A
14572,10,5.27,14.2,11.18,B
5670,6,12.68,11.9,10.48,A
6529,10,11.29,6.37,5.64,C
8068,10,11.3,5.26,6.76,E
6934,5,14.48,7.74,8.79,E
10743,11,9.89,5.04,5.97,C
13640,12,14.65,11.46,6.89,C
10453,12,8.73,11.55,12.68,D
10923,10,11.32,5.26,9.07,E
4057,11,9.15,13.83,8.81,F
4761,13,11.74,12.59,14.41,D
14520,12,11.34,9.54,12.59,D
6251,9,13.93,5.14,8.54,E
19992,11,6.15,7.33,6.72,C
9995,9,8.02,6.44,12.95,A
687,5,7.53,6.55,10.39,A
17220,9,8.98,12.09,11.56,B
16859,9,7.84,10.88,12.5,B
17978,12,6.4,10.55,5.12,F
6787,7,14.32,8.44,13.51,A
10939,14,5.98,12.36,5.85,F
11238,8,6.23,9.94,12.46,B
5867,6,13.28,14.66,11.98,A
6077,13,8.64,9.99,8.78,F
18262,8,10.38,7.41,10.49,E
18584,10,14.67,7.21,5.12,C
14981,13,9.82,13.89,11.69,F
19991,8,12.5,5.48,9.26,E
19133,11,14.35,9.06,10.81,E
8957,14,9.6,11.17,6.17,F
18735,6,7.05,7.28,13.85,A
6714,8,11.75,13.66,8.02,D
11816,6,5.38,6.46,5.61,D
1291,9,14.09,12.2,11.39,D
10174,9,8.27,11.6,10.34,B
15219,5,12.48,11.35,10.56,A
7811,8,13.19,13.87,14.95,A
12088,9,5.64,14.34,11.28,B
5573,13,5.25,13.75,9.57,F
16062,10,5.96,6.54,14.27,A
5441,14,14.49,7.56,6.99,C
2801,6,13.46,9.92,14.57,A
15808,15,8.47,12.32,9.57,F
4165,14,14.75,8.6,8.29,C
17173,9,8.54,10.31,12.36,B
8010,15,8.61,14.02,5.06,F
17533,13,9.53,5.08,7.87,C
3845,10,7.4,11.84,12.02,B
423,14,6.15,10.56,7.35,F
86,13,14.91,8.46,14.28,E
7591,11,14.43,7.66,8.72,E
12501,7,10.56,7.65,12.98,A
3869,9,7.03,9.2,6.48,D
3093,12,12.36,10.66,9.41,D
2684,14,7.37,5.12,14.44,D
7434,13,6.18,5.37,14.09,D
19390,6,6.6,11.56,11.52,B
2935,10,13.58,9.09,14.31,A
3106,8,12.4,13.88,13.23,B
19696,6,8.16,11.78,8.71,B
15866,15,14.57,5.8,7.21,C
7036,7,12.95,12.53,14.73,A
5002,14,14.87,6.65,9.07,C
7929,13,12.27,11.63,11.96,D
16752,9,10.79,7.86,7.97,E
8939,15,5.27,12.56,11.76,F
10271,11,10.12,10.09,12.08,D
17875,6,7.95,14.2,5.4,F
12025,8,13.38,6.48,11.65,E
10068,14,13.29,11.14,5.75,C
10576,7,8.93,5.34,14.65,A
4905,10,10.46,7.37,6.34,C
10444,14,5.73,14.47,12.09,F
3648,14,12.91,12.56,14.27,D
1280,7,14.12,6.72,8.64,E
13695,5,12.42,12.98,6.17,D
2270,5,9.25,7.51,7.19,E
9707,12,11.54,12.51,6.62,C
12691,13,14.58,13.6,10.05,D
16994,5,14.73,14.84,6.41,D
15194,5,12.53,14.95,13.85,A
9625,5,13.92,12.1,5.29,D
10888,13,10.33,8.71,12.56,D
14254,11,7.17,12.45,8.92,F
18982,8,14.45,5.24,11.9,E
401,12,11.63,10.15,13.17,D
11883,13,10.18,13.65,13.28,B
19732,14,10.4,14.51,10.46,F
12402,15,10.85,14.52,10.37,F
3685,6,14.91,8.24,6.26,E
14383,10,8.21,7.69,5.38,C
5874,13,6.37,13.38,8.57,F
18141,10,10.44,10.57,8.82,D
4038,8,6.74,13.15,8.12,B
18855,6,5.08,13.64,7.58,B
10586,7,14.62,7.55,13.4,A
75,11,13.44,12.01,14.33,A
15894,9,9.64,11.28,11.05,D
8083,11,14.99,9.37,5.9,C
8566,8,11.04,11.85,5.61,D
19248,14,14.6,13.76,8.3,C
7837,14,10.55,12.48,8.34,F
18292,6,10.79,8.33,12.65,A
10945,7,5.92,10.62,7.61,B
209,11,5.45,7.23,11.49,D
19451,14,8.44,11.25,5.84,F
10839,6,10.03,12.5,8.96,B
843,15,11.11,10.26,9.69,C
18548,15,13.59,5.59,8.23,C
2530,5,8.3,9.8,13.81,A
15579,10,5.95,5.02,13.56,A
9322,12,14.7,7.86,11.57,E
11526,14,10.14,8.21,6.92,C
6119,5,6.81,5.06,13.31,A
7959,11,7.62,12.7,10.99,B
19886,7,10.13,10.83,6.62,D
6714,7,13.3,12.37,7.52,D
10446,6,14.42,11.74,13.23,A
11078,5,11.52,7.65,9.84,A
12480,12,9.77,14.86,7.35,F
17030,15,13.58,5.8,5.63,C
6785,7,11.95,13.58,11.06,B
14815,8,12.49,5.45,5.11,E
9696,8,5.06,12.84,12.46,B
19159,5,5.18,11.61,11.96,B
19002,6,14.75,9.12,14.04,A
3363,8,7.05,7.43,8.21,D
11791,13,9.84,7.13,8.93,C
14403,14,12.67,9.56,5.34,C
14689,5,13.88,7.01,5.73,E
756,5,8.62,8.62,10.0,A
13822,6,13.57,8.24,7.78,E
6130,13,12.62,10.03,6.15,C
19873,12,11.61,11.94,11.74,D
12797,5,11.26,7.71,5.61,E
10000,6,7.95,13.44,6.78,B
1578,8,12.22,8.97,11.97,A
19223,5,14.58,8.84,11.67,A
14129,14,11.83,8.61,5.68,C
11655,10,6.63,7.94,14.34,A
1788,12,12.34,11.97,14.15,D
6109,14,5.14,8.94,9.28,F
14649,8,14.99,12.66,5.79,C
4413,8,11.25,10.43,13.01,A
17127,7,6.97,6.39,7.42,D
4544,10,9.65,12.34,9.51,D
1220,13,13.6,10.59,9.06,C
7452,8,13.81,13.54,14.25,A
15816,7,13.71,8.47,11.3,E
5456,5,13.51,6.21,7.18,E
3304,12,13.36,6.45,11.16,E
19025,10,6.48,6.42,6.92,D
11116,14,10.16,12.44,13.24,D
256,14,13.02,8.58,12.04,E
11368,10,10.68,11.45,14.21,A
10868,15,11.25,6.0,10.39,C
19070,13,6.61,6.69,11.57,D
5755,7,13.62,13.33,11.85,A
12531,12,14.6,14.91,9.67,D
408,7,7.05,7.4,9.34,D
3454,9,6.1,10.24,5.25,F
13855,9,11.58,14.35,7.74,D
14497,8,10.63,14.23,9.0,B
17059,7,6.35,7.56,10.28,A
7827,12,7.52,9.39,10.11,D
14197,5,8.49,10.2,12.41,A
3360,8,7.02,9.42,13.07,B
2017,8,11.65,14.42,7.78,D
8816,10,5.01,10.58,11.8,B
9331,13,10.29,5.67,10.41,E
1274,7,8.75,6.13,13.61,A
12269,13,8.63,9.77,10.78,D
10741,13,6.76,14.83,12.03,F
1772,6,8.61,9.72,10.56,A
790,12,5.34,12.77,8.74,F
395,8,8.2,10.0,12.52,B
10244,6,14.63,14.35,6.59,D
1607,5,12.12,9.48,12.42,A
11529,7,11.98,11.21,11.44,A
5174,11,12.07,14.29,9.9,D
12933,7,14.44,14.23,5.98,D
6962,8,12.29,12.74,6.59,D
2210,7,11.71,12.46,14.96,A
4989,10,11.98,12.36,12.47,D
10744,15,7.31,14.23,10.53,F
13052,8,13.21,9.86,14.83,A
6157,10,8.03,13.89,14.99,B
12239,10,5.19,6.54,10.82,D
11089,9,11.38,14.84,9.13,D
5919,8,11.21,12.73,11.81,B
2826,11,12.13,12.27,10.5,D
8053,10,5.69,12.92,13.91,B
17686,13,6.02,14.62,6.6,F
15421,11,5.44,14.26,11.14,B
8256,5,9.37,7.44,6.66,E
3360,10,14.73,6.05,14.57,E
19874,7,9.14,13.52,11.45,B
17722,14,7.34,14.04,11.42,F
16152,9,7.08,11.28,14.61,B
11956,10,9.31,11.61,13.29,B
6206,6,6.34,14.19,9.28,B
12399,15,13.7,5.26,7.12,C
1596,5,5.82,14.72,14.37,B
1245,15,14.03,11.63,8.96,C
957,7,12.73,11.11,12.07,A
6741,7,13.2,8.34,12.99,A
2304,11,13.94,12.8,9.91,D
3714,5,13.75,12.31,6.89,D
18781,10,14.52,14.59,6.55,C
1021,8,10.24,11.48,8.34,D
14249,9,14.73,9.92,8.05,E
5705,13,7.02,6.19,12.34,D
17527,8,10.97,11.63,7.4,D
13308,7,5.63,11.09,13.13,B
3465,11,7.32,12.93,9.7,F
17383,9,13.75,13.67,8.41,D
3361,11,5.28,9.82,13.72,B
12766,12,11.24,10.92,12.17,D
979,5,9.57,6.67,7.77,E
14563,8,5.46,8.11,13.88,B
10946,8,7.44,11.58,9.75,B
4912,14,12.16,12.82,5.07,C
2102,7,11.47,5.89,5.48,E
14397,8,9.78,7.66,7.83,D
16511,13,8.94,14.13,6.17,F
8365,14,7.36,9.02,13.57,D
12985,15,13.88,8.59,12.3,E
1774,15,13.49,5.11,11.32,E
18044,6,14.23,7.54,5.24,E
10479,6,12.29,10.73,12.62,A
13396,8,14.22,14.56,11.01,D
16701,7,8.53,8.23,8.55,D
5716,14,11.13,9.18,11.46,D
2087,6,6.08,5.04,7.32,D
17714,13,14.58,7.98,5.05,C
9665,9,10.18,12.35,11.52,B
821,6,8.67,13.65,10.48,B
5225,14,8.72,12.5,6.2,F
19750,11,9.27,8.04,11.33,D
17850,13,14.42,7.72,10.14,E
13237,14,5.67,9.12,5.18,F
17171,15,6.1,10.35,8.17,F
7340,13,12.25,6.18,13.96,E
11026,14,12.38,5.86,7.75,C
2747,10,5.19,13.19,12.03,B
11374,8,9.7,12.01,5.67,D
11328,8,7.72,13.79,13.89,B
18875,15,11.26,10.22,7.23,C
4329,6,14.57,8.32,11.14,E
17039,10,7.97,12.1,5.75,F
8300,8,6.4,10.07,5.34,F
3657,7,13.35,12.58,9.26,D
4480,11,12.1,12.29,9.48,D
9034,8,9.17,7.08,12.44,A
1108,9,13.58,11.56,6.81,C
7121,7,13.3,5.48,11.7,E
380,13,14.73,12.41,12.67,D
3032,10,7.73,7.59,5.49,C
5949,12,12.74,7.33,5.23,C
15048,5,11.48,8.43,11.55,A
8130,15,9.28,14.01,13.83,F
6179,8,8.72,7.88,7.01,D
2925,15,10.4,9.26,7.05,C
3631,7,8.36,5.56,14.64,A
10523,6,7.37,8.31,7.41,D
3386,10,5.73,9.57,11.01,B
13382,9,7.38,10.49,12.72,B
1412,10,8.45,13.83,7.33,F
15964,10,5.37,14.65,9.59,B
16600,9,9.93,13.89,11.17,B
8856,11,11.3,6.06,8.43,E
9443,9,14.57,13.19,6.25,C
6415,8,5.93,11.76,6.69,F
8801,12,13.75,8.3,10.1,E
14338,5,7.9,10.02,7.69,D
1910,5,5.17,6.19,9.9,A
10997,7,9.3,10.79,13.06,A
6534,11,14.4,5.35,9.04,E
6113,11,6.8,11.45,9.24,F
7530,9,12.33,5.07,14.76,E
10234,15,11.92,5.21,6.45,C
10875,14,6.57,7.65,11.46,D
17105,8,11.6,8.21,7.36,E
12420,10,6.41,8.87,14.87,B
17149,10,11.14,6.18,14.05,A
4912,12,8.73,6.52,11.01,D
2425,8,9.86,14.49,8.77,B
11351,8,10.59,5.62,6.1,E
10142,8,8.67,14.04,14.13,B
16132,11,9.78,9.92,13.6,D
9761,15,12.58,7.34,6.72,C
4151,6,5.12,8.75,5.18,D
4511,6,7.07,13.09,10.71,B
4843,6,9.22,6.84,14.67,A
1333,5,5.47,8.09,5.09,D
14200,5,10.09,12.34,13.78,A
10887,8,13.46,9.3,13.4,A
13749,10,11.56,7.39,10.86,E
14073,13,5.51,10.52,12.18,F
19000,15,14.36,13.17,6.21,C
14098,6,14.0,6.12,13.65,A
7262,15,11.97,9.35,10.37,C
13874,6,8.04,7.19,7.23,D
4789,15,8.55,6.13,8.55,C
