user_id,rollcall_score,class_activity,discipline,total_quizzes_avg,position
2118,15,13.69,8.94,5.23,C
18182,14,10.61,14.12,13.74,F
11170,9,11.9,14.35,14.64,B
12504,13,11.63,12.88,5.82,C
14370,10,6.81,12.51,11.35,B
8032,5,6.01,13.52,10.51,B
6883,13,11.84,13.19,5.49,C
19985,6,12.64,10.48,9.26,A
11264,14,12.67,11.42,14.2,D
15503,13,7.99,10.85,9.77,F
8962,14,12.93,5.31,7.68,C
11969,5,11.09,6.3,8.16,E
17653,7,9.27,5.61,9.06,E
4210,5,13.08,12.0,12.53,A
18208,14,9.31,6.94,5.37,C
1700,10,11.52,13.68,13.61,B
19755,12,9.34,6.37,9.04,C
6216,8,6.7,11.3,9.18,B
2270,7,8.04,13.88,8.62,B
2142,15,13.25,6.93,12.97,E
5038,11,8.0,6.83,14.16,A
4761,10,10.62,13.88,14.03,B
631,10,7.76,9.28,14.21,B
12687,13,14.53,11.97,14.98,D
473,9,8.98,5.64,9.15,E
19769,8,6.16,5.51,9.37,D
8868,6,9.82,13.92,6.23,D
19938,6,7.71,10.62,7.73,D
8668,9,12.66,13.09,14.76,A
1792,10,7.52,8.45,9.79,D
5466,13,11.43,14.99,13.47,B
1470,6,12.08,13.36,7.86,D
11401,13,10.54,11.79,14.65,D
10231,12,5.69,6.31,10.03,D
15173,7,12.89,9.52,8.65,E
12594,7,5.84,7.43,5.53,D
1163,14,7.29,10.87,11.95,F
4833,7,10.97,12.65,7.23,D
1794,8,8.97,12.92,8.95,B
4314,6,8.95,11.51,8.24,D
14515,7,12.83,12.42,12.57,A
2338,8,11.37,12.15,11.18,D
1380,8,13.17,7.88,11.83,E
9106,13,6.08,13.6,9.2,F
18244,5,13.76,11.17,5.45,E
19122,7,6.42,13.85,14.2,B
1112,8,6.7,14.0,7.96,B
5581,9,14.69,8.41,14.11,E
15938,7,12.69,11.13,6.8,D
6341,14,8.29,10.49,10.69,F
3025,11,13.65,10.19,12.49,E
19875,14,12.46,12.87,8.17,C
2398,10,9.59,13.66,14.59,B
12620,10,8.75,14.84,11.44,B
6199,15,7.74,7.25,12.82,D
8069,8,13.62,6.79,10.41,E
8280,14,11.2,12.32,9.26,F
17476,5,14.48,9.15,7.25,E
1465,11,7.49,10.87,11.5,B
17288,7,11.03,6.06,5.97,E
3109,12,11.27,10.53,10.68,D
11326,5,9.12,13.68,8.26,B
13985,12,14.95,7.75,13.04,E
7606,9,8.18,14.61,13.7,B
18737,9,7.11,8.67,9.26,D
6508,7,12.43,13.22,5.94,D
6876,8,10.92,6.64,11.0,E
12964,11,14.69,8.15,7.77,E
18986,12,11.17,12.26,7.59,F
16992,9,8.58,11.42,6.96,F
9760,14,6.68,11.08,9.97,F
2729,11,6.94,11.46,7.61,F
4352,11,14.24,14.99,6.32,C
5023,12,12.7,11.42,14.15,D
13905,8,7.05,12.25,6.47,F
17741,9,10.62,11.78,5.62,D
3154,15,6.47,14.51,6.94,F
340,13,8.89,9.54,9.6,F
15302,6,10.98,5.79,7.12,E
14496,10,12.04,9.92,12.47,D
6023,9,9.29,12.09,7.12,F
19242,13,11.08,7.87,14.58,D
5216,10,14.12,13.66,7.28,D
3145,15,13.54,8.16,5.01,C
12372,9,12.93,12.91,14.09,A
11911,9,13.05,7.52,8.72,E
11116,7,6.4,8.83,11.26,B
18212,10,7.21,10.01,12.56,B
9244,5,9.85,14.01,11.36,B
16570,14,14.39,13.23,6.25,C
14413,6,9.1,8.88,6.74,D
15841,8,7.61,10.6,5.65,F
17466,10,8.24,5.26,5.12,C
11798,5,9.48,12.5,5.35,D
9368,8,8.02,11.92,9.9,B
15215,14,5.48,12.59,10.95,F
11475,13,11.5,13.4,7.13,F
11821,10,10.12,10.68,7.21,D
13744,7,6.04,7.6,5.52,D
16739,12,12.34,11.11,6.41,C
9947,12,11.07,8.54,6.47,C
15286,6,10.17,6.39,14.28,A
8324,11,5.42,7.19,14.07,B
10945,10,6.17,6.17,11.42,D
7246,14,8.81,14.67,9.32,F
5768,8,5.71,12.71,8.9,B
4055,8,10.74,9.93,13.75,A
16472,15,10.32,13.65,13.72,F
17489,15,13.07,8.94,12.56,C
